frame,timestamp_s,fps,2d_neck_alpha,2d_neck_beta,2d_neck_gamma,2d_trunk_alpha,2d_trunk_beta,2d_trunk_gamma,2d_right_shoulder_alpha,2d_right_shoulder_beta,2d_right_shoulder_gamma,2d_right_shoulder_elevation,2d_left_shoulder_alpha,2d_left_shoulder_beta,2d_left_shoulder_gamma,2d_left_shoulder_elevation,2d_right_elbow,2d_left_elbow,2d_right_knee,2d_left_knee,3d_neck_alpha,3d_neck_beta,3d_neck_gamma,3d_trunk_alpha,3d_trunk_beta,3d_trunk_gamma,3d_right_shoulder_alpha,3d_right_shoulder_beta,3d_right_shoulder_gamma,3d_right_shoulder_elevation,3d_left_shoulder_alpha,3d_left_shoulder_beta,3d_left_shoulder_gamma,3d_left_shoulder_elevation,3d_right_elbow,3d_left_elbow,3d_right_knee,3d_left_knee
198,13.200000,15,0.0000,0.0000,0.0337,0.0000,0.0000,0.0454,0.0000,0.0000,-44.8290,-16.2426,0.0000,0.0000,-0.4425,0.1917,35.7026,0.0476,1.8084,2.0760,1.8313,8.4063,-29.0832,3.5090,0.1575,-37.1967,-2.3581,-54.1094,-1.6889,-8.2614,30.7155,13.9921,3.9521,-9.9312,24.1848,17.5759,0.0000,0.0000
199,13.266667,15,0.0000,0.0000,0.0297,0.0000,0.0000,0.0480,0.0000,0.0000,-44.7793,-16.2529,0.0000,0.0000,-0.4812,0.2205,41.4577,0.1977,1.7677,0.0291,16.7310,3.5672,-10.3912,6.6485,0.2599,-23.8381,63.4094,-44.9170,17.4922,-9.4282,17.6471,13.7749,2.0520,-7.0994,29.3867,10.5100,0.0000,0.0000
200,13.333333,15,0.0000,0.0000,0.0602,0.0000,0.0000,0.0281,0.0000,0.0000,-48.0621,-16.2743,0.0000,0.0000,-0.1237,0.2361,36.5901,0.1582,1.7735,0.0090,-9.6120,6.7103,-23.0291,-0.9367,0.0007,-31.1480,-86.3133,-48.0692,-21.6816,-3.9880,16.9481,14.9889,2.4188,-4.9854,37.5171,13.4547,0.0000,0.0000
201,13.400000,15,0.0000,0.0000,0.0629,0.0000,0.0000,0.0290,0.0000,0.0000,-51.3843,-16.3032,0.0000,0.0000,-0.4784,0.2410,36.5349,0.0658,3.1252,0.0216,7.2074,8.0722,-22.1745,5.1306,0.1929,-39.1092,-94.6757,-24.7272,-6.9557,-7.3508,26.8926,15.4047,3.6431,-9.3633,55.3759,11.6377,0.0000,0.0000
202,13.466667,15,0.0000,0.0000,0.0651,0.0000,0.0000,0.0441,0.0000,0.0000,-51.3278,-16.3151,0.0000,0.0000,-0.4250,0.2362,39.8929,0.0271,1.7541,2.1526,4.5371,4.7240,-5.1939,2.1619,0.1136,-28.6821,-99.8178,-40.0028,-17.2085,-6.0733,5.3636,15.7160,0.8544,-5.0782,42.0662,3.9829,0.0000,0.0000
203,13.533333,15,0.0000,0.0000,0.0441,0.0000,0.0000,0.0379,0.0000,0.0000,-51.3708,-16.3283,0.0000,0.0000,-0.1455,0.2366,43.5466,0.1380,3.2453,2.0975,10.8200,8.9180,-23.1234,5.1297,0.2015,-44.9781,-94.1487,-15.9964,-3.9718,-5.2895,37.8410,11.3553,-355.5837,-9.9521,56.1074,17.8102,0.0000,0.0000
204,13.600000,15,0.0000,0.0000,0.0282,0.0000,0.0000,0.0366,0.0000,0.0000,-47.9855,-16.3487,0.0000,0.0000,-0.1386,0.2438,45.0940,0.1852,1.7722,0.0176,11.3547,3.9185,-12.4684,5.1310,0.2003,-26.2546,-91.6341,-37.4261,-16.5052,-7.3961,11.4932,14.2236,1.3594,-5.1615,53.5791,1.3195,0.0000,0.0000
205,13.666667,15,0.0000,0.0000,0.0119,0.0000,0.0000,0.0389,0.0000,0.0000,-47.9085,-16.3262,0.0000,0.0000,-0.4451,0.2287,45.2686,0.1769,3.1096,0.1137,1.6162,16.1388,-37.9186,2.0296,0.1045,-54.4881,-92.3369,-3.1625,0.9755,-3.1956,45.4441,5.8281,4.0294,-13.7225,57.1938,9.3581,0.0000,0.0000
206,13.733333,15,0.0000,0.0000,0.0526,0.0000,0.0000,0.0306,0.0000,0.0000,-36.5852,-21.2295,0.0000,0.0000,-0.4607,0.2605,59.7187,0.1531,3.1485,3.8190,23.0440,4.2872,-8.7057,9.7277,0.3410,-30.1141,-82.1631,-21.2902,-12.7156,-13.0104,27.3620,14.4721,3.2358,-7.7435,76.6214,15.1019,0.0000,0.0000
207,13.800000,15,0.0000,0.0000,0.0525,0.0000,0.0000,0.0331,0.0000,0.0000,-44.9977,-16.3481,0.0000,0.0000,-0.1684,0.2587,59.7169,0.1232,1.7116,0.1034,2.3074,3.0413,-17.3454,3.5098,0.1455,-24.3085,-62.0477,-53.9995,-29.8373,-11.2657,26.2619,13.1207,3.1956,-9.1520,55.6370,15.5383,0.0000,0.0000
208,13.866667,15,0.0000,0.0000,0.0473,0.0000,0.0000,0.0396,0.0000,0.0000,-37.0820,-21.2351,0.0000,0.0000,-4.1656,3.9565,62.6617,0.1559,1.7402,0.0251,-7.0532,15.2461,-35.9664,-2.4313,-0.0351,-46.6976,-86.6983,-17.1156,-6.1577,-13.4238,43.5591,7.9245,-354.9824,-12.4000,68.2024,4.6082,0.0000,0.0000
209,13.933333,15,0.0000,0.0000,0.0650,0.0000,0.0000,0.0370,0.0000,0.0000,-45.0461,-16.3160,0.0000,0.0000,-0.4658,0.2401,59.6058,0.0385,3.0911,0.0547,-13.0226,3.0194,-10.7835,-1.0996,0.0037,-24.9186,-92.0447,-39.1016,-19.2425,-9.9573,21.8777,13.3298,2.5442,-6.1287,66.3730,15.8439,0.0000,0.0000
210,14.000000,15,0.0000,0.0000,0.0790,0.0000,0.0000,0.0211,0.0000,0.0000,-45.1364,-16.2625,0.0000,0.0000,-0.4538,0.2384,59.5694,0.0475,3.1443,2.0824,17.7820,1.8557,-6.2735,6.7429,0.2364,-13.4395,-59.1504,-57.3994,-39.1305,-9.5913,6.4174,9.0860,-0.0766,-4.6009,61.0660,1.1485,0.0000,0.0000
211,14.066667,15,0.0000,0.0000,0.0357,0.0000,0.0000,0.0323,0.0000,0.0000,-45.0739,-16.2967,0.0000,0.0000,-0.4498,0.2389,56.0830,0.0085,1.8088,0.0342,11.2706,4.4470,-21.1131,5.2162,0.1989,-28.3007,-72.8233,-48.0050,-21.7856,-8.9503,22.6170,14.4014,2.8586,-7.3071,50.6280,13.5002,0.0000,0.0000
212,14.133333,15,0.0000,0.0000,-0.0166,0.0000,0.0000,0.0471,0.0000,0.0000,-45.0510,-16.2958,0.0000,0.0000,-0.4381,0.2250,56.1384,0.0008,3.0915,0.0603,0.5202,5.8515,-16.4464,2.0964,0.1147,-30.7443,-90.5839,-28.0031,-10.5356,-3.1666,14.0566,15.7644,2.0310,-4.1242,63.9918,8.7171,0.0000,0.0000
213,14.200000,15,0.0000,0.0000,0.0615,0.0000,0.0000,0.0308,0.0000,0.0000,-44.7131,-16.3095,0.0000,0.0000,-0.4658,0.2432,53.1200,0.1592,1.7332,2.0970,6.3765,3.8962,-3.1239,3.9093,0.1558,-26.4059,-87.6476,-34.5970,-14.8106,-10.3822,21.1046,14.0563,2.5801,-8.2922,67.7423,16.9037,0.0000,0.0000
214,14.266667,15,0.0000,0.0000,0.0325,0.0000,0.0000,0.0403,0.0000,0.0000,-36.5907,-21.2328,0.0000,0.0000,-0.1628,0.2521,56.2750,0.1376,1.7441,0.0505,14.3538,0.5591,2.1953,6.6516,0.2525,-11.2162,-62.1426,-52.6711,-35.1720,-13.1118,22.6559,11.2261,1.9547,-7.0675,71.7244,17.2261,0.0000,0.0000
215,14.333333,15,0.0000,0.0000,0.0150,0.0000,0.0000,0.0421,0.0000,0.0000,-37.0887,-21.2335,0.0000,0.0000,-0.1555,0.2518,59.1747,0.1272,3.1261,2.0363,22.8513,4.5906,-26.9936,9.8130,0.3552,-34.5379,-75.3913,-31.9287,-14.4972,-13.0216,30.8766,13.9680,3.8306,-8.0784,62.2416,15.5318,0.0000,0.0000
216,14.400000,15,0.0000,0.0000,0.0477,0.0000,0.0000,0.0432,0.0000,0.0000,-44.9974,-16.3002,0.0000,0.0000,-0.4752,0.2315,56.1629,0.0422,1.7659,0.0029,6.1204,3.9180,-3.2135,3.6621,0.1604,-26.4375,-84.9068,-40.2666,-17.8237,-9.8869,12.0883,14.5369,1.4316,-7.5592,64.2121,1.1529,0.0000,0.0000
217,14.466667,15,0.0000,0.0000,0.0362,0.0000,0.0000,0.0337,0.0000,0.0000,-45.1092,-16.2827,0.0000,0.0000,-0.1340,0.2248,56.0457,0.1301,1.7661,0.0009,6.6842,1.7611,0.6403,3.6651,0.1512,-20.1266,-82.0689,-48.7947,-30.1259,-9.8684,9.6187,11.8199,0.5897,-5.1354,61.6542,4.0548,0.0000,0.0000
218,14.533333,15,0.0000,0.0000,0.0888,0.0000,0.0000,0.0308,0.0000,0.0000,-37.1044,-21.2280,0.0000,0.0000,-0.1454,0.2483,59.1435,0.1532,1.6848,2.0740,20.3043,4.2230,-4.9970,6.8804,0.2503,-28.4788,-55.7724,-48.6684,-22.4239,-13.9586,24.4616,14.0622,2.7368,-9.2062,54.6542,8.7299,0.0000,0.0000
219,14.600000,15,0.0000,0.0000,0.0337,0.0000,0.0000,0.0508,0.0000,0.0000,-44.9959,-16.2986,0.0000,0.0000,-0.1431,0.2271,56.1461,0.1277,1.8223,0.0522,2.9711,-2.0845,3.5946,2.4482,0.1294,-11.9358,59.7761,-55.3553,33.3524,-11.7148,8.0890,8.2732,-0.4540,-4.2189,51.9212,4.0529,0.0000,0.0000
220,14.666667,15,0.0000,0.0000,0.0367,0.0000,0.0000,0.0477,0.0000,0.0000,-37.1056,-21.1986,0.0000,0.0000,-0.4308,0.2275,59.1224,0.0252,1.6914,2.0469,-7.0480,10.3739,-5.6963,-1.9401,-0.0119,-38.1251,-90.7379,-17.9233,-7.9102,-13.2911,28.2462,14.2115,3.6442,-11.6877,77.3887,18.7524,0.0000,0.0000
221,14.733333,15,0.0000,0.0000,0.0730,0.0000,0.0000,0.0471,0.0000,0.0000,-45.0269,-16.2923,0.0000,0.0000,-0.1416,0.2351,56.1215,0.1441,1.7605,0.0825,4.5423,4.7077,-5.2211,2.1668,0.1167,-28.6602,-93.2870,-22.6454,-10.1842,-8.4809,16.9278,14.5017,2.1895,-6.9192,80.4153,11.1458,0.0000,0.0000
222,14.800000,15,0.0000,0.0000,0.0005,0.0000,0.0000,0.0427,0.0000,0.0000,-48.2062,-16.2643,0.0000,0.0000,-0.1160,0.2216,48.2844,0.1776,1.7729,0.0245,11.9006,2.2566,1.2704,5.1803,0.2080,-19.6794,-86.8465,-54.6886,-45.2746,-10.5019,21.8522,12.4821,2.4411,-7.9967,55.8285,15.5750,0.0000,0.0000
223,14.866667,15,0.0000,0.0000,0.0321,0.0000,0.0000,0.0437,0.0000,0.0000,-44.7804,-16.2618,0.0000,0.0000,-0.1365,0.2343,46.4678,0.1491,1.8045,2.0553,8.3268,5.2896,-7.3158,2.4004,0.1208,-30.8083,-89.7021,-28.2947,-10.5723,-9.3722,23.0536,14.3017,3.0302,-8.6297,63.5702,17.3263,0.0000,0.0000
224,14.933333,15,0.0000,0.0000,0.0545,0.0000,0.0000,0.0449,0.0000,0.0000,-44.7501,-16.2324,0.0000,0.0000,-0.1255,0.2261,44.8129,0.1374,3.1209,0.0372,0.7828,10.3263,-1.9453,2.1658,0.1147,-41.2400,-83.6646,-29.4202,-5.6182,-5.9939,32.1562,13.2912,4.0906,-10.3670,48.3436,19.1295,0.0000,0.0000
225,15.000000,15,0.0000,0.0000,0.0676,0.0000,0.0000,0.0450,0.0000,0.0000,-44.7299,-16.2004,0.0000,0.0000,-0.1284,0.2141,41.6681,0.1199,1.6585,0.0658,0.8711,7.6308,-3.8314,2.4055,0.1224,-35.1212,-64.6591,-48.1595,-15.4516,-8.3016,20.8324,15.6254,3.0378,-9.4809,33.9934,11.1568,0.0000,0.0000
226,15.066667,15,0.0000,0.0000,0.0486,0.0000,0.0000,0.0552,0.0000,0.0000,-49.4702,-10.9938,0.0000,0.0000,-0.0888,0.1949,34.4052,0.1693,3.1096,2.0903,-4.0129,3.8471,-4.9032,0.8933,0.0846,-26.2947,-85.2167,-40.6626,-12.6492,-0.6196,12.7317,13.9542,2.3347,-4.0385,46.5745,13.5073,0.0000,0.0000
227,15.133333,15,0.0000,0.0000,3.9817,0.0000,0.0000,0.0408,0.0000,0.0000,-49.5409,-10.9673,0.0000,0.0000,-0.0864,0.2017,16.7737,0.1596,1.7704,1.9232,-7.5116,-0.9801,-3.5391,0.6234,0.0619,-24.2924,52.7843,-47.5509,13.0964,-2.0506,15.0959,13.1886,2.3631,-4.0858,8.6062,13.6112,0.0000,0.0000
228,15.200000,15,0.0000,0.0000,3.9456,0.0000,0.0000,0.0485,0.0000,0.0000,-49.5895,-10.9385,0.0000,0.0000,-4.1183,3.8941,9.9213,0.2004,1.7669,0.0262,-3.3741,12.0535,-18.8727,2.1603,0.1180,-50.3211,-83.5539,-19.9128,-0.5703,5.8410,33.5776,13.4312,-355.8572,-6.9600,32.8327,17.3100,0.0000,0.0000
229,15.266667,15,0.0000,0.0000,4.0088,0.0000,0.0000,0.0289,0.0000,0.0000,-46.2196,-10.8564,0.0000,0.0000,-0.3596,0.1730,7.3961,0.0059,1.7764,2.1241,6.7513,-1.6029,-6.4490,3.6545,0.1458,-21.7930,-67.7185,-46.4123,-16.6931,-4.7425,14.6009,12.9033,2.2270,-5.9902,51.8467,13.1718,0.0000,0.0000
230,15.333333,15,0.0000,0.0000,0.1318,0.0000,0.0000,0.0175,0.0000,0.0000,-51.4609,-5.5375,0.0000,0.0000,-0.0291,0.1735,10.9668,0.1812,1.7221,2.1119,-2.3773,11.4862,-11.9337,2.4418,0.0960,-42.1993,-88.6989,-4.8463,2.0362,8.2779,27.2849,15.0991,-355.7301,-8.7194,76.5380,17.3357,0.0000,0.0000
231,15.400000,15,0.0000,0.0000,0.0907,0.0000,0.0000,0.0170,0.0000,0.0000,-51.3953,-5.4699,0.0000,0.0000,-0.3082,0.1301,14.3965,0.0293,3.1730,0.0112,8.2517,1.6410,-13.5341,5.1728,0.1820,-19.3784,-88.5629,-22.9181,-5.6184,1.5825,7.8286,11.7219,2.4628,-4.5611,66.4140,6.2767,0.0000,0.0000
232,15.466667,15,0.0000,0.0000,0.1090,0.0000,0.0000,0.0121,0.0000,0.0000,-48.0752,-5.4798,0.0000,0.0000,-0.2906,0.1273,21.1232,0.0389,3.1432,0.0747,2.2161,10.2292,-13.2125,3.6525,0.1287,-41.9238,-85.3260,-3.6586,1.6285,8.9958,28.4756,15.0681,-355.7849,-7.6562,44.6235,18.9830,0.0000,0.0000
233,15.533333,15,0.0000,0.0000,0.0139,0.0000,0.0000,0.0256,0.0000,0.0000,-34.2256,-5.4157,0.0000,0.0000,-0.2437,0.0841,8.7047,0.0858,1.7734,0.0026,2.4219,4.4850,18.8011,3.6544,0.1421,-27.7408,-83.2589,-2.0700,-2.0819,4.5471,18.1541,14.4958,3.5678,-5.2735,80.6022,13.4650,0.0000,0.0000
234,15.600000,15,0.0000,0.0000,0.1031,0.0000,0.0000,0.0212,0.0000,0.0000,-39.2280,-0.1418,0.0000,0.0000,-0.2340,0.0684,23.8028,0.0533,1.7448,3.8184,-17.5946,9.0169,10.0702,-2.4456,-0.0543,-33.6402,-74.0689,-12.7636,3.1815,11.7928,32.7395,12.6549,-355.8599,-7.5661,46.9182,15.5532,0.0000,0.0000
235,15.666667,15,0.0000,0.0000,-1.3544,0.0000,0.0000,1.5518,0.0000,0.0000,-26.8131,1.4663,0.0000,0.0000,0.1099,-1.4903,10.9067,0.2571,1.8261,0.0321,5.0541,2.3887,54.7670,5.3749,1.6955,-18.8409,-21.8662,-23.3654,0.3298,5.7356,16.3160,13.3359,4.0952,-8.2495,6.9465,6.4770,0.0000,0.0000
236,15.733333,15,0.0000,0.0000,0.0902,0.0000,0.0000,0.0125,0.0000,0.0000,-14.5375,-0.0397,0.0000,0.0000,0.0788,0.0535,10.2343,0.1745,3.1484,0.0079,5.2262,0.2717,26.8479,5.4084,0.1598,-16.6767,-13.6568,-13.6298,-0.3576,4.3515,16.4113,11.3160,3.5541,-6.0525,0.0000,4.0102,0.0000,0.0000
237,15.800000,15,0.0000,0.0000,0.1474,0.0000,0.0000,0.0103,0.0000,0.0000,-9.5455,-0.0496,0.0000,0.0000,0.1062,0.0288,13.9267,0.1844,3.1743,3.7686,9.0206,-3.9101,40.2211,6.7317,0.2040,-2.9987,14.5162,-3.4509,1.2485,3.3227,10.0057,5.3054,2.5817,-3.6005,2.8977,4.5057,0.0000,0.0000
238,15.866667,15,0.0000,0.0000,0.1621,0.0000,0.0000,0.0149,0.0000,0.0000,-3.0147,-0.0341,0.0000,0.0000,0.1618,0.0107,20.1813,0.2216,1.6762,3.8202,2.1908,-5.4323,39.1037,3.6451,0.0883,-5.3629,-39.8153,-11.3506,-3.5858,5.4791,0.2296,3.0954,1.5525,-0.1881,51.5957,2.1631,0.0000,0.0000
239,15.933333,15,0.0000,0.0000,1.6790,0.0000,0.0000,1.5939,0.0000,0.0000,-2.7769,-1.5937,0.0000,0.0000,2.9811,1.5532,0.3398,5.7481,1.6873,3.7429,-10.8730,-5.9150,50.6172,2.0748,-1.5719,-12.6172,5.4918,0.1040,0.5841,1.0409,19.2583,6.0582,2.9198,-2.8497,0.0000,18.9059,0.0000,0.0000
240,16.000000,15,0.0000,0.0000,-3.7225,0.0000,0.0000,0.0001,0.0000,0.0000,1.0261,0.0061,0.0000,0.0000,0.1655,-0.0041,4.0943,0.3172,1.6315,0.0098,-2.4056,3.8415,18.1534,5.1150,0.1200,-18.7594,12.6345,8.0424,0.6831,3.5300,24.5529,12.4360,3.8970,-7.5968,7.0603,14.0628,0.0000,0.0000
241,16.066667,15,0.0000,0.0000,-3.7555,0.0000,0.0000,0.0113,0.0000,0.0000,1.1328,0.0451,0.0000,0.0000,0.1884,-0.0388,4.1920,0.3187,1.6480,3.7758,4.4403,0.9112,36.1445,6.7296,0.1826,-8.9925,-1.4180,2.4954,0.1318,5.7167,5.3833,6.4901,2.7628,-3.1305,13.9507,1.9560,0.0000,0.0000
242,16.133333,15,0.0000,0.0000,-3.7930,0.0000,0.0000,0.0153,0.0000,0.0000,1.1385,0.0862,0.0000,0.0000,-0.0950,-0.0585,4.1884,0.1545,1.7480,1.9148,1.6863,4.5196,34.4006,8.1742,0.2451,-18.9593,-26.0023,1.9677,-0.1648,8.2753,13.5082,12.1478,3.7744,-4.5117,9.8312,6.6826,0.0000,0.0000
243,16.200000,15,0.0000,0.0000,-3.7877,0.0000,0.0000,0.0197,0.0000,0.0000,1.1180,0.1020,0.0000,0.0000,0.2967,-0.0688,4.2115,0.4112,1.7356,3.7907,-0.9957,2.1764,38.4634,8.1716,0.2406,-14.7431,-19.1968,0.4482,-0.2959,6.8938,16.7009,10.8939,3.6676,-4.5225,7.6483,16.1288,0.0000,0.0000
244,16.266667,15,0.0000,0.0000,-3.7628,0.0000,0.0000,0.0145,0.0000,0.0000,1.1970,0.0712,0.0000,0.0000,0.2845,-0.0458,4.2394,0.3969,1.7403,3.8259,-4.2395,-6.8772,49.2479,8.1687,0.2319,0.2395,-1.0386,0.0827,0.0799,5.1554,5.1438,1.9313,2.3976,-2.2220,7.8389,10.6300,0.0000,0.0000
245,16.333333,15,0.0000,0.0000,0.1392,0.0000,0.0000,0.0106,0.0000,0.0000,1.1967,0.0755,0.0000,0.0000,0.5694,-0.0354,4.2508,0.5902,1.7244,0.0041,3.7195,-5.6811,48.1610,11.2770,0.3492,-3.3358,0.1299,1.7070,0.2827,7.0336,6.8415,4.0977,3.2568,-3.8335,9.6945,12.4725,0.0000,0.0000
246,16.400000,15,0.0000,0.0000,-1.5571,0.0000,0.0000,1.6635,0.0000,0.0000,7.2709,-3.4076,0.0000,0.0000,0.2702,-1.6837,5.1781,0.4542,1.7366,3.8818,8.8786,-0.6586,60.2063,14.4694,2.1259,-6.9498,-6.3341,3.1636,0.2297,5.4313,7.9205,8.0042,3.7087,-7.1638,2.9557,8.5904,0.0000,0.0000
247,16.466667,15,0.0000,0.0000,-2.4486,0.0000,0.0000,1.6565,0.0000,0.0000,1.2901,1.7003,0.0000,0.0000,0.5687,-1.7164,4.2961,0.5172,1.8461,1.9507,10.8220,3.9946,53.3074,19.0784,2.2645,-7.0716,-4.9510,3.0577,0.8725,12.3119,11.4462,9.0502,-354.8960,-7.7402,8.8878,8.1382,0.0000,0.0000
248,16.533333,15,0.0000,0.0000,-0.4976,0.0000,0.0000,1.6784,0.0000,0.0000,2.3225,1.6672,0.0000,0.0000,0.7551,-1.7087,5.2712,0.4996,1.7573,1.9953,19.8492,1.6070,42.8649,22.0756,2.3744,-3.5050,11.7483,9.8455,-0.1639,14.5566,19.2519,10.7080,-354.9300,-7.6441,17.3568,19.8743,0.0000,0.0000
249,16.600000,15,0.0000,0.0000,0.0033,0.0000,0.0000,1.7293,0.0000,0.0000,9.3614,-3.5866,0.0000,0.0000,0.6208,-1.7064,4.0116,0.2362,1.7421,1.9276,1.2450,-4.1955,65.9144,20.9051,2.3904,-6.9645,3.2279,8.5343,0.4354,8.5353,9.0253,8.1815,-355.3676,-8.4966,17.2666,7.7422,0.0000,0.0000
250,16.666667,15,0.0000,0.0000,-0.5025,0.0000,0.0000,1.7774,0.0000,0.0000,9.5719,-3.7499,0.0000,0.0000,-3.8988,2.1974,3.8547,0.1761,1.7101,1.9359,-11.2074,0.2824,55.9374,19.5808,2.3983,-18.4041,-3.7959,8.6231,0.1160,6.3601,18.2631,14.4109,3.5659,-3.9428,17.3577,19.5516,0.0000,0.0000
251,16.733333,15,0.0000,0.0000,-1.5169,0.0000,0.0000,2.0105,0.0000,0.0000,6.8059,-3.5081,0.0000,0.0000,-4.4382,1.8696,0.8050,1.1003,1.5568,3.8738,-3.6550,-0.0102,62.3511,25.3935,2.7790,-14.3050,-16.3734,4.7132,0.3478,10.5751,21.6600,15.0606,4.0953,-4.2286,5.6670,15.7360,0.0000,0.0000
252,16.800000,15,0.0000,0.0000,-0.3101,0.0000,0.0000,2.0181,0.0000,0.0000,1.2761,2.0014,0.0000,0.0000,-4.4056,1.8047,0.7982,1.1642,1.5771,1.8894,6.7225,0.1039,51.1110,35.3126,2.9897,-11.1205,2.5148,7.4455,0.5585,23.5294,28.5135,16.5002,-355.4471,-2.1678,14.8611,17.2982,0.0000,0.0000
253,16.866667,15,0.0000,0.0000,0.1648,0.0000,0.0000,2.0589,0.0000,0.0000,0.1937,1.9901,0.0000,0.0000,-0.2550,-1.9997,0.3718,0.7763,1.5389,1.8489,-4.6237,1.6863,35.9525,30.3864,2.9322,-19.3869,-8.4383,6.3009,1.3681,19.3093,25.9391,16.2125,-355.3724,-4.1799,5.1985,12.7023,0.0000,0.0000
254,16.933333,15,0.0000,0.0000,6.2369,0.0000,0.0000,2.0995,0.0000,0.0000,0.0761,2.1359,0.0000,0.0000,-4.2230,1.5993,0.4896,0.9164,3.2815,3.9261,-1.6278,1.5712,28.6100,35.8421,3.0699,-26.2755,-5.0772,7.9402,0.3972,22.1433,31.2758,17.3336,4.1302,4.4372,15.3088,13.2608,0.0000,0.0000
255,17.000000,15,0.0000,0.0000,2.2434,0.0000,0.0000,0.0648,0.0000,0.0000,0.1275,0.0757,0.0000,0.0000,-0.1000,-0.1330,0.4001,0.7724,1.4936,3.8971,7.8802,4.0186,40.0637,43.0769,1.3842,-27.0177,-2.2173,6.8970,0.4150,24.0433,39.8397,15.0893,-355.8578,5.7402,13.3322,8.5468,0.0000,0.0000
256,17.066667,15,0.0000,0.0000,8.4483,0.0000,0.0000,0.0599,0.0000,0.0000,0.0925,0.1036,0.0000,0.0000,0.3005,-0.2041,0.4529,0.4805,3.3276,3.9167,25.0051,-1.9624,53.6941,50.1805,1.5632,-23.6374,16.5474,6.0618,-0.1441,37.5301,47.5227,15.5650,3.5339,16.7180,14.8826,9.0273,0.0000,0.0000
257,17.133333,15,0.0000,0.0000,9.8281,0.0000,0.0000,0.0299,0.0000,0.0000,0.2152,-0.0255,0.0000,0.0000,-2.6063,-0.1289,3.7762,6.5228,1.5112,3.9255,10.9621,-3.1463,57.7359,54.2705,1.6389,-22.1263,28.9258,6.6079,-1.3488,41.6840,49.2248,18.7142,3.0493,19.8938,7.1821,6.4808,0.0000,0.0000
258,17.200000,15,0.0000,0.0000,14.3637,0.0000,0.0000,0.0211,0.0000,0.0000,6.5790,-5.3324,0.0000,0.0000,0.1713,-0.0774,0.6888,3.9890,1.3679,3.9047,-18.7298,-6.0798,63.7804,57.4507,1.7057,-20.7125,35.8156,8.6292,-0.9737,43.9433,52.4173,16.8142,3.3019,25.2375,2.0399,9.8813,0.0000,0.0000
259,17.266667,15,0.0000,0.0000,19.9911,0.0000,0.0000,0.0126,0.0000,0.0000,6.5693,-5.4006,0.0000,0.0000,-6.5967,3.8687,0.6412,7.0129,0.5733,3.9070,-23.1178,-13.3962,73.5515,57.4772,1.6840,-23.4928,37.8236,7.1634,2.4095,42.7843,57.2307,18.6264,-354.4184,28.1778,1.0039,2.5608,0.0000,0.0000
260,17.333333,15,0.0000,0.0000,14.3778,0.0000,0.0000,0.0458,0.0000,0.0000,6.5569,-5.4303,0.0000,0.0000,-6.6399,3.8662,0.5125,6.9588,1.3753,3.9293,-0.8035,-6.9774,50.7811,53.7956,1.6382,-20.6521,24.8954,7.9729,0.7871,39.4084,53.0676,19.4928,-355.5236,23.9229,10.6632,0.3125,0.0000,0.0000
261,17.400000,15,0.0000,0.0000,16.3127,0.0000,0.0000,0.0362,0.0000,0.0000,0.2670,-0.1536,0.0000,0.0000,-6.6092,3.8605,0.4759,6.9518,0.4849,3.9210,-12.6402,-11.9776,51.2737,58.1498,1.7296,-26.4230,24.0115,5.3576,1.6130,45.1670,56.1313,17.4237,-354.5392,28.6130,11.4654,5.6429,0.0000,0.0000
262,17.466667,15,0.0000,0.0000,14.4349,0.0000,0.0000,0.0129,0.0000,0.0000,5.6241,-5.5235,0.0000,0.0000,-6.7129,3.9419,0.4500,7.4885,0.6562,3.9133,-0.6965,-8.3038,43.3703,54.8017,1.6387,-23.6353,29.1800,5.9405,2.0524,38.0676,45.9929,18.0612,-355.0169,23.8771,3.4120,10.4128,0.0000,0.0000
263,17.533333,15,0.0000,0.0000,12.6291,0.0000,0.0000,0.0278,0.0000,0.0000,6.7292,-5.4970,0.0000,0.0000,-2.3235,-0.0358,0.4270,7.0468,1.2452,3.8977,-9.4134,-5.6745,49.8275,57.2319,1.7049,-22.1058,27.8749,7.8100,-0.0103,42.8265,51.3746,18.4795,3.8132,24.5905,9.7145,5.9479,0.0000,0.0000
264,17.600000,15,0.0000,0.0000,7.4716,0.0000,0.0000,0.0169,0.0000,0.0000,5.5967,-5.4781,0.0000,0.0000,0.0602,-0.0128,0.4268,4.0584,1.3124,3.9237,4.1271,-0.8399,52.1104,56.4894,1.6811,-22.1145,23.7052,6.8108,0.0807,41.6761,51.7266,16.3114,3.8287,23.3655,12.2272,7.4115,0.0000,0.0000
265,17.666667,15,0.0000,0.0000,8.4826,0.0000,0.0000,0.0169,0.0000,0.0000,0.1950,-0.0941,0.0000,0.0000,-6.5962,3.8013,0.6347,7.0678,1.2568,3.9053,3.2442,-4.2670,56.5551,56.2032,1.6750,-28.1646,14.8124,5.8398,1.3446,42.3839,52.3819,16.9115,-354.2707,26.6825,15.4442,5.1247,0.0000,0.0000
