Person_ID,Window_ID,Neck_alpha_2D,Neck_beta_2D,Neck_gamma_2D,Torso_alpha_2D,Torso_beta_2D,Torso_gamma_2D,Right_elbow_2D,Left_elbow_2D,Right_Knee_2D,Left_knee_2D,Right_shoulder_alpha_2D,Right_shoulder_beta_2D,Right_shoulder_gamma_2D,Right_shoulder_elevation_2D,Left_shoulder_alpha_2D,Left_shoulder_beta_2D,Left_shoulder_gamma_2D,Left_shoulder_elevation_2D,Neck_alpha_3D,Neck_beta_3D,Neck_gamma_3D,Torso_alpha_3D,Torso_beta_3D,Torso_gamma_3D,Right_elbow_3D,Left_elbow_3D,Right_Knee_3D,Left_knee_3D,Right_shoulder_alpha_3D,Right_shoulder_beta_3D,Right_shoulder_gamma_3D,Right_shoulder_elevation_3D,Left_shoulder_alpha_3D,Left_shoulder_beta_3D,Left_shoulder_gamma_3D,Left_shoulder_elevation_3D,Table_A_2D,Table_B_2D,Table_C_2D,Table_A_3D,Table_B_3D,Table_C_3D,REBA_2D,REBA_3D,Error
12,31,0.0,-3.14,163.43,0.0,-3.14,49.39,10.72,39.71,8.01,13.0,0.0,3.14,-415.38,-1.05,0.0,3.14,387.92,-1.05,14.18,-32.64,-171.58,1.79,3.04,-0.63,10.72,39.71,8.01,13.0,-0.53,9.15,0.05,-1.05,8.08,-35.98,359.13,-1.05,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
12,32,0.0,0.0,0.0,0.0,12.67,-123.95,17.14,5.57,57.89,73.29,-134.75,-12.67,-286.17,12.92,125.13,-12.67,76.47,3.86,0.0,0.0,0.0,-2.44,79.44,-162.05,17.14,5.57,57.89,73.29,128.09,-54.33,-12.79,12.92,138.51,-50.35,350.29,3.86,2.0,2.0,2.0,3.0,5.0,4.0,0,1.0,-1.0
12,33,0.0,-14.01,-175.96,0.0,-14.01,18.99,20.32,51.56,0.24,2.74,0.0,14.01,16.58,-21.92,0.0,14.01,-6.46,4.33,-22.17,22.73,-164.25,-21.15,7.55,14.3,20.32,51.56,0.24,2.74,-15.93,-8.65,-0.92,-21.92,-36.58,-2.81,353.24,4.33,2.0,2.0,2.0,,2.0,,0,,
12,34,0.0,5.25,179.72,0.0,5.25,-47.19,2.45,40.27,8.11,9.44,0.0,-5.25,-3.76,-2.93,0.0,-5.25,-8.57,6.44,17.09,29.48,-160.86,16.38,-16.63,9.86,2.45,40.27,8.11,9.44,12.24,-17.15,0.39,-2.93,19.26,17.34,359.42,6.44,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
12,35,0.0,-1.73,12.04,0.0,-1.73,2.77,7.25,5.4,5.26,20.9,0.0,1.73,0.86,-1.34,0.0,1.73,-0.35,2.52,9.77,6.01,-8.27,4.0,-1.35,4.79,7.25,5.4,5.26,20.9,-1.16,-1.99,0.3,-1.34,-19.35,-2.73,0.99,2.52,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
12,36,0.0,0.0,24.85,0.0,0.0,8.57,1.92,3.76,1.34,6.62,0.0,-0.0,7.38,1.0,0.0,-0.0,-7.46,1.3,2.33,-3.98,-4.39,2.0,-0.48,1.08,1.92,3.76,1.34,6.62,-7.17,-2.13,0.69,1.0,-8.74,-0.35,0.79,1.3,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
12,37,0.0,0.46,19.76,0.0,0.46,8.42,0.52,1.94,3.49,6.01,0.0,-0.46,6.76,2.28,0.0,-0.46,-7.25,0.67,-2.93,-4.8,4.01,1.49,0.11,0.78,0.52,1.94,3.49,6.01,-9.13,-2.31,0.93,2.28,-9.04,-0.75,1.02,0.67,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,1,0.0,0.23,3.97,0.0,0.23,-0.87,0.57,1.32,2.67,1.77,0.0,-0.23,0.64,-0.49,0.0,-0.23,0.05,-0.69,-0.52,-0.78,-6.45,0.48,-0.17,-0.71,0.57,1.32,2.67,1.77,-0.02,-0.07,-0.01,-0.49,-0.1,0.79,-0.04,-0.69,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,2,0.0,1.66,9.39,0.0,1.66,-8.45,3.13,0.68,2.21,1.6,0.0,-1.66,6.57,1.49,0.0,-1.66,-8.03,-0.91,-1.9,-7.35,13.06,-1.1,-0.42,1.13,3.13,0.68,2.21,1.6,-0.86,-1.46,-0.01,1.49,-2.71,-0.17,0.16,-0.91,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,3,0.0,-1.89,-13.37,0.0,-1.89,9.32,2.56,2.0,0.45,3.37,0.0,1.89,-7.2,-1.0,0.0,1.89,7.97,1.61,2.42,8.13,-6.61,0.62,0.59,-0.42,2.56,2.0,0.45,3.37,0.88,1.53,0.03,-1.0,2.81,-0.62,-0.13,1.61,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
13,4,0.0,-2.55,7.97,0.0,-2.55,-5.29,1.47,1.54,3.87,5.23,0.0,2.55,3.88,0.59,0.0,2.55,-7.4,4.3,-2.35,6.92,-21.66,-1.3,0.79,1.01,1.47,1.54,3.87,5.23,-0.47,-2.17,0.04,0.59,2.27,-1.22,359.87,4.3,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,5,0.0,-3.03,-15.19,0.0,-3.03,9.98,0.33,1.36,3.06,6.58,0.0,3.03,-10.49,-0.77,0.0,3.03,6.97,2.99,1.74,13.43,-16.54,-1.3,1.25,1.77,0.33,1.36,3.06,6.58,0.7,-1.67,0.05,-0.77,2.94,-1.61,359.87,2.99,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
13,6,0.0,0.0,0.0,0.0,-7.91,-62.61,2.23,6.81,5.82,4.61,66.81,7.91,-11.91,-13.11,-70.74,7.91,351.2,12.73,0.0,0.0,0.0,-3.69,-1.26,38.4,2.23,6.81,5.82,4.61,-5.8,-11.86,-0.79,-13.11,7.9,-11.6,0.83,12.73,1.0,5.0,3.0,2.0,2.0,2.0,0,0.0,0.0
13,7,0.0,0.0,0.0,0.0,-4.95,-80.98,59.3,29.37,18.14,7.9,-105.81,4.95,-44.88,-25.31,-104.19,4.95,300.52,34.97,0.0,0.0,0.0,11.32,-37.29,43.78,59.3,29.37,18.14,7.9,25.15,1.29,12.91,-25.31,58.23,-34.71,22.14,34.97,2.0,4.0,3.0,4.0,4.0,4.0,0,1.0,-1.0
13,8,11.37,-4.74,-165.19,0.0,-4.74,-58.94,72.69,60.0,20.14,8.34,14.67,4.74,21.38,-11.84,-13.77,4.74,390.45,14.94,11.26,25.22,-178.03,1.21,-10.41,21.3,72.69,60.0,20.14,8.34,4.08,-15.61,1.29,-11.84,19.99,-16.85,3.31,14.94,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
13,9,0.0,0.0,0.0,0.0,14.82,-126.99,31.84,35.91,14.13,29.04,75.19,-14.82,-323.14,-22.3,68.65,-14.82,36.17,18.99,0.0,0.0,0.0,-26.56,60.71,121.98,31.84,35.91,14.13,29.04,-36.76,-52.35,-14.63,-22.3,-24.03,-86.68,344.79,18.99,1.0,5.0,3.0,2.0,4.0,3.0,0,0.0,0.0
13,10,0.0,-1.4,179.48,0.0,-1.4,48.82,1.11,3.02,9.42,4.63,0.0,1.4,27.85,2.71,0.0,1.4,-31.06,-2.8,18.57,33.09,168.9,4.2,3.81,2.87,1.11,3.02,9.42,4.63,-0.27,0.76,-0.09,2.71,0.12,-4.06,0.12,-2.8,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,11,0.0,0.0,0.0,0.0,-3.68,102.41,42.24,30.16,13.03,13.54,-148.26,3.68,-88.45,-14.59,-143.77,3.68,267.53,-22.72,0.0,0.0,0.0,27.38,-56.51,93.07,42.24,30.16,13.03,13.54,40.1,35.87,4.51,-14.59,63.05,21.18,6.0,-22.72,1.0,4.0,2.0,3.0,4.0,3.0,0,0.0,0.0
13,12,24.64,4.57,-174.84,0.0,4.57,79.0,75.42,64.27,1.28,15.04,55.23,-4.57,1.0,11.83,54.22,-4.57,352.14,-9.33,11.24,-38.39,127.83,0.24,4.69,-32.19,75.42,64.27,1.28,15.04,-11.78,-0.45,2.27,11.83,-13.0,-26.18,3.68,-9.33,3.0,4.0,3.0,3.0,2.0,3.0,0,0.0,0.0
13,13,0.0,29.07,-108.63,0.0,29.07,-152.95,21.52,6.57,13.6,6.19,0.0,-29.07,-385.03,68.05,0.0,-29.07,-27.1,-45.5,-27.42,-17.64,23.04,28.56,66.72,-84.46,21.52,6.57,13.6,6.19,52.45,-11.12,-60.47,68.05,60.1,-0.81,312.83,-45.5,3.0,2.0,3.0,4.0,5.0,5.0,0,1.0,-1.0
13,14,0.0,0.0,0.0,0.0,-3.85,-94.53,29.9,12.35,15.48,6.86,152.12,3.85,-284.52,-9.98,-154.09,3.85,279.05,16.69,0.0,0.0,0.0,-3.41,-0.32,103.35,29.9,12.35,15.48,6.86,-23.34,-8.7,-4.96,-9.98,3.38,-5.53,359.86,16.69,1.0,7.0,4.0,2.0,4.0,3.0,1,0.0,1.0
13,15,0.0,0.0,0.0,0.0,-46.38,182.14,0.0,16.87,0.45,26.92,0.0,0.0,0.0,-33.09,0.0,46.38,358.71,19.2,0.0,0.0,0.0,25.49,-74.83,104.51,0.0,16.87,0.45,26.92,0.0,0.0,0.0,-33.09,68.4,32.25,45.88,19.2,2.0,2.0,2.0,3.0,2.0,3.0,0,0.0,0.0
13,16,0.0,0.78,169.14,0.0,0.78,-23.69,5.99,7.2,24.9,13.3,0.0,-0.78,8.52,-5.68,0.0,-0.78,-29.27,3.92,-7.26,-18.46,159.04,-18.97,-5.85,-1.6,5.99,7.2,24.9,13.3,-20.3,-8.94,-1.09,-5.68,-22.38,-9.88,358.35,3.92,1.0,2.0,1.0,4.0,4.0,4.0,0,1.0,-1.0
13,17,0.0,0.0,0.0,0.0,22.28,-115.15,25.38,61.8,26.22,39.87,-91.49,-22.28,-309.95,35.66,-94.77,-22.28,40.17,-33.33,0.0,0.0,0.0,30.98,71.06,-136.67,25.38,61.8,26.22,39.87,12.39,-61.56,-148.31,35.66,11.73,-64.53,303.55,-33.33,2.0,4.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
13,18,20.78,6.18,143.75,0.0,6.18,99.81,9.83,56.99,7.68,8.59,-28.05,-6.18,-384.03,38.63,23.71,-6.18,14.62,-29.22,4.26,-14.51,140.07,10.44,28.6,-12.73,9.83,56.99,7.68,8.59,13.91,23.75,-9.53,38.63,-41.17,45.6,27.96,-29.22,3.0,4.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
13,19,0.0,0.0,0.0,0.0,-4.03,-77.96,36.44,9.39,7.03,3.53,161.79,4.03,-280.53,-21.5,-162.13,4.03,274.0,25.45,0.0,0.0,0.0,-2.36,-0.18,68.43,36.44,9.39,7.03,3.53,-26.39,9.39,-9.74,-21.5,11.68,-11.03,3.29,25.45,1.0,7.0,4.0,2.0,4.0,3.0,1,0.0,1.0
13,20,0.0,0.0,0.0,0.0,-7.26,-80.73,0.0,64.08,1.8,12.88,0.0,0.0,0.0,-28.06,-76.04,7.26,332.3,33.97,0.0,0.0,0.0,9.81,-37.1,47.6,0.0,64.08,1.8,12.88,0.0,0.0,0.0,-28.06,33.71,-5.55,17.16,33.97,1.0,2.0,1.0,2.0,2.0,2.0,0,0.0,0.0
13,21,0.0,-3.36,-168.1,0.0,-3.36,5.93,17.19,57.4,19.3,0.61,0.0,3.36,-350.84,-8.3,0.0,3.36,-3.08,4.0,-2.39,-12.06,135.51,-17.72,-2.68,-0.47,17.19,57.4,19.3,0.61,18.99,15.56,1.85,-8.3,3.18,-11.75,359.85,4.0,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
13,22,0.0,0.0,0.0,0.0,1.01,-89.43,49.63,0.0,8.27,11.24,163.38,-1.01,-281.57,44.02,0.0,0.0,0.0,-36.02,0.0,0.0,0.0,0.07,15.14,-126.1,49.63,0.0,8.27,11.24,12.5,1.62,-13.34,44.02,0.0,0.0,0.0,-36.02,1.0,7.0,4.0,1.0,2.0,1.0,1,0.0,1.0
13,23,0.0,0.0,0.0,0.0,26.45,-144.26,17.85,0.0,133.84,115.54,-63.5,-26.45,-317.86,-13.88,0.0,0.0,0.0,-2.48,0.0,0.0,0.0,-0.21,62.26,-151.33,17.85,0.0,133.84,115.54,92.6,-65.38,14.72,-13.88,0.0,0.0,0.0,-2.48,3.0,4.0,3.0,4.0,7.0,7.0,0,2.0,-2.0
13,24,0.0,-5.11,146.77,0.0,-5.11,41.03,3.26,14.76,1.34,0.15,0.0,5.11,20.45,-1.38,0.0,5.11,-23.68,2.83,2.4,56.9,-158.11,-1.98,3.21,15.37,3.26,14.76,1.34,0.15,-4.83,-1.17,-0.0,-1.38,10.07,-0.81,-0.05,2.83,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,25,41.82,-7.11,126.19,0.0,-7.11,-66.26,41.51,12.06,13.99,12.97,85.87,7.11,-337.67,-11.52,-92.43,7.11,330.92,17.69,-2.45,47.37,-137.7,-3.67,-1.63,38.92,41.51,12.06,13.99,12.97,-19.8,-0.86,-3.97,-11.52,10.69,-12.94,1.56,17.69,3.0,5.0,4.0,4.0,2.0,4.0,1,1.0,0.0
13,26,0.0,0.0,0.0,0.0,-17.2,144.68,0.0,28.7,46.77,87.09,0.0,0.0,0.0,-17.37,-56.76,17.2,324.28,20.83,0.0,0.0,0.0,23.08,-68.13,82.56,0.0,28.7,46.77,87.09,0.0,0.0,0.0,-17.37,74.63,16.33,20.43,20.83,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
13,27,0.0,0.0,0.0,0.0,-7.09,113.63,0.0,47.18,57.4,81.44,88.12,7.09,-87.06,-21.33,-123.83,7.09,279.6,16.17,0.0,0.0,0.0,9.18,-53.89,99.31,0.0,47.18,57.4,81.44,89.04,-55.84,36.71,-21.33,62.05,28.98,25.47,16.17,2.0,5.0,4.0,4.0,5.0,5.0,1,1.0,0.0
13,28,0.0,5.57,-147.88,0.0,5.57,-50.03,38.79,0.65,31.76,10.8,0.0,-5.57,-392.61,8.17,0.0,-5.57,378.59,-3.6,-21.37,-19.87,123.52,-3.5,-1.2,-41.6,38.79,0.65,31.76,10.8,-2.63,42.79,0.14,8.17,-36.91,-22.91,4.8,-3.6,2.0,2.0,2.0,5.0,2.0,4.0,0,1.0,-1.0
13,29,0.0,0.0,0.0,0.0,-2.9,102.33,18.89,92.9,41.21,33.29,-126.65,2.9,-289.63,29.69,-105.0,2.9,282.89,-24.08,0.0,0.0,0.0,12.38,29.76,44.65,18.89,92.9,41.21,33.29,-21.06,60.02,10.02,29.69,52.12,-30.94,334.56,-24.08,2.0,4.0,3.0,3.0,4.0,3.0,0,0.0,0.0
13,30,0.0,0.0,0.0,0.0,-2.09,-81.0,17.6,0.0,103.29,109.58,-151.34,2.09,-272.83,23.5,0.0,0.0,0.0,-9.65,0.0,0.0,0.0,19.68,53.5,-114.26,17.6,0.0,103.29,109.58,86.17,-38.86,-24.31,23.5,0.0,0.0,0.0,-9.65,4.0,4.0,4.0,5.0,5.0,6.0,1,1.0,0.0
13,31,0.0,-0.03,154.97,0.0,-0.03,27.31,0.72,22.29,2.1,4.01,0.0,0.03,2.04,1.56,0.0,0.03,-2.69,-1.48,2.82,44.63,155.52,3.19,1.64,-0.63,0.72,22.29,2.1,4.01,-5.46,-6.08,0.23,1.56,5.06,5.65,359.78,-1.48,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,32,0.0,46.72,-131.2,0.0,46.72,-142.69,14.04,52.19,38.07,35.34,0.0,-46.72,-16.66,-20.67,0.0,-46.72,410.51,29.24,-12.87,38.84,-160.02,52.78,-64.76,-41.82,14.04,52.19,38.07,35.34,-74.54,-52.54,-33.83,-20.67,25.94,-35.01,8.74,29.24,2.0,2.0,2.0,7.0,4.0,8.0,0,2.0,-2.0
13,33,0.0,33.78,142.24,0.0,33.78,-188.91,19.13,46.12,2.27,24.81,0.0,-33.78,-351.06,-6.85,0.0,-33.78,-63.54,5.25,-8.22,42.29,89.48,3.77,41.84,-169.5,19.13,46.12,2.27,24.81,33.15,-59.82,5.68,-6.85,5.98,-16.15,0.07,5.25,1.0,2.0,1.0,4.0,4.0,4.0,0,1.0,-1.0
13,34,0.0,3.45,-34.35,0.0,3.45,-10.51,1.05,4.08,4.28,3.33,0.0,-3.45,2.83,2.49,0.0,-3.45,-12.09,-1.12,-5.65,12.34,-9.14,-3.97,-1.84,-9.8,1.05,4.08,4.28,3.33,-15.25,-4.12,0.82,2.49,-4.87,-1.71,0.36,-1.12,3.0,2.0,3.0,4.0,2.0,4.0,0,1.0,-1.0
13,35,0.0,-0.75,-29.85,0.0,-0.75,24.42,6.63,5.3,0.99,8.67,0.0,0.75,2.45,1.14,0.0,0.75,-10.26,0.05,-3.67,10.72,-7.55,-5.53,1.02,-6.72,6.63,5.3,0.99,8.67,-15.4,-1.86,0.5,1.14,-1.12,-4.01,0.03,0.05,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,36,0.0,-0.85,11.74,0.0,-0.85,28.96,1.45,2.62,1.12,8.36,0.0,0.85,9.99,-1.84,0.0,0.85,-10.08,-2.78,-0.21,2.99,-9.81,-5.36,1.35,-1.43,1.45,2.62,1.12,8.36,-4.64,-0.22,0.12,-1.84,-4.75,0.23,0.14,-2.78,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,37,0.0,-0.46,0.28,0.0,-0.46,-1.84,0.52,5.09,1.52,6.2,0.0,0.46,1.62,-1.67,0.0,0.46,-5.58,-2.42,-8.17,3.93,-2.78,-6.68,1.0,-2.08,0.52,5.09,1.52,6.2,-5.97,-1.23,0.17,-1.67,-3.15,-2.46,0.1,-2.42,1.0,2.0,1.0,3.0,2.0,3.0,0,0.0,0.0
13,38,0.0,6.6,-72.32,0.0,6.6,12.5,1.19,69.25,3.78,1.95,0.0,-6.6,-8.11,-1.03,0.0,-6.6,0.9,-10.83,-3.38,10.51,40.73,-3.49,0.36,-28.92,1.19,69.25,3.78,1.95,-8.35,0.29,1.1,-1.03,39.55,-23.61,354.24,-10.83,1.0,2.0,1.0,4.0,2.0,4.0,0,1.0,-1.0
